text,ai_category,label,ai_reason,extracted_salary,extracted_pos"📢📢THÔNG BÁO TUYỂN  NỮ LỚN TUỔI LÀM TẠI KHO ĐÀ NẴNG
"Mỡ rộng thị trường , bổ sung thêm nữ hợp tác kd tại Đà Nẵng.
TG từ 8 giờ đến 17 giờ nghỉ lễ và chủ nhật.
LH 0905725449.zalo .
Nghiêm túc hợp tác lâu dài nhé 
🌺🌹😍💋❤️💝🫰💐☎️",RECRUITMENT,0,"Không có địa chỉ cụ thể (chỉ ghi 'Tại Đà Nẵng'), yêu cầu liên hệ qua Zalo mà không cung cấp số điện thoại rõ ràng, thiếu thông tin công việc cụ thể",,
"CẦN NGƯỜI PHỤ LÀM CHO CỬA HÀNG
🔥CẦN NGƯỜI PHỤ LÀM CHO CỬA HÀNG 🔥 
KV : Ngũ Hành Sơn / Cẩm Lệ / Hoà Xuân 
           - Độ tuổi     : 25 - 45 Tuổi 
           - Thời gian  : 7h - 11h / 13h - 17h
           - Thu nhập  : 4triệu - 8triệu  ( tuỳ ca )
💥 Quyền lợi :
           • Công việc ổn định, làm lâu dài 
           • Môi trường, năng lượng, vui vẻ 
💥  Liên hệ trực tiếp : zalo / gọi ( 039 3564395 )",RECRUITMENT,0,"Không có địa chỉ cụ thể (chỉ ghi 'KV : Ngũ Hành Sơn / Cẩm Lệ / Hoà Xuân'), yêu cầu liên hệ qua Zalo/gọi nhưng không cung cấp số điện thoại rõ ràng",4 triệu - 8 triệu,Phụ làm cửa hàng
"☘️☘️Công việc: phụ bán hàng,phụ kiểm hàng🍀🍀
🕒Thời gian : Sáng  8h - 11h30
                          Chiều 1h30 - 17h
Độ tuổi từ 25 - 55 tuổi (ưu tiên nữ)
Yêu cầu: Lịch sự, thái độ tốt 
💸Thu nhập : 8tr - 12tr/tháng (tùy vị trí)
☎️LH trực tiếp: 077 895 7970 ( không nhận tin nhắn)",RECRUITMENT,0,"Không có địa chỉ cụ thể (chỉ ghi 'Khu vực Cẩm Lệ', 'Tại Đà Nẵng'), yêu cầu liên hệ trực tiếp qua số điện thoại nhưng không cung cấp địa chỉ rõ ràng",8tr - 12tr/tháng,"phụ bán hàng, phụ kiểm hàng"
"🔥💲🔥CƠ HỘI VIỆC LÀM LÂU DÀI, ỔN ĐỊNH TRƯỚC VÀ SAU TẾT CHO NỮ TRUNG TUỔI TẠI  HẢI CHÂU VÀ THANH KHÊ
- THỜI GIAN: 8H-16H30 (trưa nghỉ 2h, chủ nhật , lễ nghỉ )
- THU NHẬP : 6 triệu (+ thưởng)
☎️LIÊN HỆ TRỰC TIẾP : 0898.404.935 để trao đổi không zalo",RECRUITMENT,0,"Không có địa chỉ cụ thể (chỉ ghi 'Hải Châu và Thanh Khê'), yêu cầu liên hệ trực tiếp qua SĐT nhưng không cung cấp số điện thoại cụ thể",6 triệu,"Việc làm lâu dài, ổn định cho nữ trung tuổi"
"Chỗ mình đang cần người phụ bán hàng các mặt hàng organic.
Thời gian từ 8h đến 17h chiều
Có thể làm cả ngày hay 1 buổi.
 - Thời gian: Sáng từ 8h đến 11h30
 - Chiều từ 13h30 đến 17h00
Tuổi Nam từ 20 tuổi đến 30 tuổi
         Nữ từ 20 tuổi đến 55 tuổi
Bạn nào có nhu cầu xin liên hệ 0932580161",RECRUITMENT,0,"Không có địa chỉ cụ thể (chỉ ghi 'Khu vực Cẩm Lệ', 'Tại Đà Nẵng'), yêu cầu liên hệ qua số điện thoại nhưng không cung cấp địa chỉ rõ ràng",,Phụ bán hàng
"TUYỂN DỤNG NHÂN VIÊN CSKH
- Tư vấn, giải đáp thắc mắc của khách hàng
- Hỗ trợ khách hàng trong quá trình sử dụng sản phẩm
- Thời gian: Hành chính: 8h30-17h30 ( nghỉ trưa 1 tiếng )
Ca gãy: 8h30- 12h30; 18h30-22h30
LINH ĐỘNG XOAY CA
2. Yêu cầu công việc:
👉 Chịu khó, siêng năng, trung thực
👉 Có giọng nói dễ nghe
👉 Có khả năng xử lý tình huống
3. Quyền lợi chung:
- Được training, hướng dẫn tận tình
- Được làm việc trong môi trường chuyên nghiệp, năng động
- Có cơ hội thăng tiến
- Lương: 5-9 triệu
☎ ☎ ☎  Thông tin liên hệ:
- Hoặc nộp trực tiếp tại: Gần Đại học FPT, Ngũ Hành Sơn, Đà Nẵng
- Số điện thoại: 0904370211 (c VÂN ) hoặc 0964148927 (Nguyên)",RECRUITMENT,0,"Không có địa chỉ cụ thể (chỉ ghi 'Gần Đại học FPT, Ngũ Hành Sơn, Đà Nẵng') và yêu cầu liên hệ qua điện thoại nhưng không cung cấp số điện thoại rõ ràng (chỉ ghi 'c VÂN' và 'Nguyên')",5-9 triệu,Nhân viên CSKH
"✨Mình cần 4 bạn nữ/nam bán hàng trực tiếp✨
Làm giờ hành chính
Trên 20 tuổi (KHÔNG SINH VIÊN)
LH: 0932560935 để trao đổi",RECRUITMENT,0,"Không có địa chỉ cụ thể (chỉ ghi 'LH: 0932560935') và yêu cầu liên hệ qua số điện thoại riêng, thiếu thông tin chi tiết về công việc",,Bán hàng
"Cần 1 người phụ làm rau,dọn dẹp quán bán bánh xèo.15 nguyễn đình chiểu",RECRUITMENT,0,"Không có địa chỉ cụ thể (chỉ có tên đường nhưng không số nhà), yêu cầu không rõ ràng (chỉ nói '15 nguyễn đình chiểu' mà không xác định rõ địa điểm hoặc liên hệ)",,"Phụ làm rau, dọn dẹp quán bán bánh xèo"
"TUYỂN NHÂN VIÊN THU NGÂN VÀ PHỤC VỤ
Lương: X2,X3 ngày lể tết
King Gaming - 214 Châu Thị Vĩnh tế
- Chế độ lương thưởng tốt cho tinh thần làm việc 100%
- Team bulding định kỳ hằng năm
- biết chơi game là một lợi thế.
Nội dung công việc:
- Chủ động chào khi khách đến quầy thu ngân.
- Thu tiền nạp giờ.
- Chat trả lời khách trên phần mềm.
- Pha chế cơ bản.
- Tư vấn khách về menu, dịch vụ tại quán.
- Vệ sinh chổ ngồi khi khách đứng dậy.
- Trung thực trong công việc
LIÊN HỆ: (ZALO) 0947213555",RECRUITMENT,0,"Không có địa chỉ cụ thể (chỉ ghi 'Khu vực Cẩm Lệ'), yêu cầu liên hệ qua Zalo nhưng không cung cấp số điện thoại rõ ràng, thiếu thông tin liên hệ chính thức","X2,X3 ngày lể tết",Nhân viên thu ngân và phục vụ
"Ngũ Hành Sơn- cần nhân vien kd thị trường - thu nhập 11tr-14tr
Lh 0909 064 289",RECRUITMENT,0,"Không có địa chỉ cụ thể (chỉ ghi 'Ngũ Hành Sơn'), yêu cầu liên hệ qua số điện thoại nhưng không cung cấp số điện thoại đầy đủ (chỉ ghi '0909 064 289')",11tr-14tr,nhân viên kd thị trường
"Mình cần tìm nhân viên đóng hàng bánh kẹo.
Công việc nhẹ nhàng. 
20k/h
Ưu tiên: sv năm 1,2. Các bạn ở Đà Nẵng 
Liên hệ zalo: 0965457778 or ib 
Địa chỉ: đường Nghiêm Xuân Yêm",RECRUITMENT,0,"Không có địa chỉ cụ thể (chỉ ghi 'đường Nghiêm Xuân Yêm' mà không có số nhà/tòa nhà), yêu cầu liên hệ qua zalo hoặc ib mà không có số điện thoại cụ thể",20k/h,Nhân viên đóng hàng bánh kẹo
"💥💥💥Chúng tôi đang cần gấp người làm việc giờ hành chính tại Thành Khê.
👉Vị trí:
  + Hổ trợ KH tại VP 2 Người 
   +Phụ Bán Hàng: 3 Người
 👉 Tuổi từ 28- 50 tuổi ( Nữ)
💥💥Thu nhập từ 7 triệu + Thưởng
 👉Chi tiết liên hệ:  0386592394😊",RECRUITMENT,0,"Không có địa chỉ cụ thể (chỉ ghi 'Thành Khê'), yêu cầu liên hệ qua ib/Inbox mà không có số điện thoại hoặc địa chỉ rõ ràng",7 triệu,"Hổ trợ KH tại VP 2, Phụ Bán Hàng"
"BƯU ĐIỆN ĐÀ NẴNG 3
- 04 TRẦN QUANG DIỆU
- TUYỂN BƯU TÁ PHÁT HÀNG TẠI CÁC ĐỊA BÀN:
📍SƠN TRÀ, NGŨ HÀNH SƠN
🔍 Yêu cầu:
✅ Có điện thoại Smartphone Android
✅ Trung thực, nhiệt tình
✅ Tuổi <35, sức khoẻ tốt
📞 Liên hệ ngay để nhận việc:
👨‍💼 Mr Hải - 0935 34 39 59",RECRUITMENT,0,"Không có địa chỉ cụ thể (chỉ ghi 'SƠN TRÀ, NGŨ HÀNH SƠN'), yêu cầu liên hệ qua điện thoại nhưng không cung cấp số điện thoại liên hệ",,Bưu tá phát hàng
"HỆ THỐNG BÁNH MÌ- CÀ PHÊ GHIỀN CẦN TUYỂN
1.       Nhân viên Bartender – số lượng: 06 ca S-C-T
=> yêu cầu: biết pha chế cơ bản, sẽ được đào tạo thêm trong quá trình làm việc
2.       Nhân viên bán bánh mì – số lượng : 04 ca S-C-T
=> yêu cầu: khôgn cần kinh nghiệm chỉ cần siêng học
3.       Nhân viên phục vụ - số lượng: 10 ca S-C-T
=> yêu cầu: năng lượng bùng nổ, lấy nụ cười làm vũ khí
4.       Nhân viên thu ngân – số lượng: 04, ca S-C-T
=> yêu cầu: trung thực, tính tiền nhanh như chớp, sai tự chi =))
5.       Nhân viên sơ chế - số lượng: 02. Ca hành chính
=> yêu cầu: sạch sẽ, trung thực
Vì sao nên chọn GHIỀN ?
-          Môi trường làm việc siêu chill, có hồ cá KOI THÉ siêu  xanh mát, team lại trẻ trung, thân thiện, trai xinh gái đẹp xung quanh, điểm check in siêu chất
-          Lương thưởng hấp dẫn, tăng lương tuỳ theo năng lực, sự cống hiến và nỗ lực sẽ được ghi nhận ngay lập tức
-          Được đào tạo từ A-Z, học pha chế free
-          Cơ hội thăng tiến: nếu làm tốt và ham học hỏi có thể apply sang vị trí bartender, trưởng ca
-          Được tham gia team-building, ăn chơi, quẩy cùng team
Yêu cầu:
-          Độ tuổi: 18-26, năng động yêu thích công việc
-          Không cần kinh nghiệm, chỉ cần dám học, dám quẩy
-          Có thể làm ca 4-8 tiếng, xoay ca phù hợp vs lịch học
Cách thức ứng tuyển:
Gởi thông tin cơ bản gồm:
-          Họ và tên
-          Ngày tháng năm sinh:
-          Địa chỉ:
-          Sđt:
-          Hiện đang học/làm việc tại:
-          Kèm 1 ảnh siêu chất của bản thân đến zalo: 0935090224
WARMLY WELCOME  các genZ!",RECRUITMENT,0,"Không có địa chỉ cụ thể (chỉ ghi 'Khu vực Cẩm Lệ', 'Tại Đà Nẵng'), yêu cầu gửi thông tin qua Zalo mà không cung cấp số điện thoại liên hệ",,"Nhân viên Bartender, Nhân viên bán bánh mì, Nhân viên phục vụ, Nhân viên thu ngân, Nhân viên sơ chế"
"TBTD
Địa điểm làm việc
• 01 Huỳnh Lắm- Nam Kì Khởi Nghĩa, NHS, ĐN
Vị trí & Mức lương :
• Nhân viên Pha chế: 18k-20k/h
Ca làm việc (xoay ca linh hoạt):
Ca 1: 06h00 – 12h00
Ca 2: 12h00 – 18h00
Ca 3: 18h00 – 23h00
Yêu cầu
• Đủ 18 tuổi , CÓ KINH NGHIỆM ít nhất 4 tháng
• Chỉ tuyển NỮ
• Năng động, siêng năng, trách nhiệm, yêu thích môi trường F&B
Ứng tuy.ển ngay :
Liên hệ/zalo: 0905332969",RECRUITMENT,0,"Không có địa chỉ cụ thể (chỉ ghi 'NHS, ĐN'), yêu cầu liên hệ qua Zalo mà không cung cấp địa chỉ rõ ràng","18k-2,0k/h",Nhân viên Pha chế
"🧡 𝐓𝐔𝐘𝐄̂̉𝐍 𝐃𝐔̣𝐍𝐆 𝐓𝐀̣𝐈 𝐃𝐄𝐕𝐎 𝐃𝐄𝐓𝐀𝐈𝐋𝐈𝐍𝐆 – Đ𝐀̀ 𝐍𝐀̆̀𝐍𝐆🧡
𝐍𝐡𝐚̂𝐧 𝐯𝐢𝐞̂𝐧 𝐑𝐔̛̉𝐀 𝐗𝐄 – 𝐂𝐇𝐀̆𝐌 𝐗𝐄
• Công việc: Rửa xe, hút bụi, hỗ trợ chăm sóc – đánh bóng – phủ bóng xe.
• Yêu cầu:
• Siêng năng, cẩn thận, chịu khó học hỏi.
• Có kinh nghiệm là lợi thế (chưa có sẽ được đào tạo).
Liên hệ: 0934 785 789 hoặc inbox trao đổi thêm",RECRUITMENT,0,"Không có địa chỉ cụ thể (chỉ ghi 'Đà Nẵng'), yêu cầu liên hệ qua inbox hoặc SĐT riêng (0934 785 789) mà không cung cấp thông tin địa chỉ chi tiết",,Nhân viên Rửa xe
"#🍁THỰC PHẨM SẠCH CẦN NỮ  LÀM VIỆC TẠI ĐÀ NẴNG 
* CÔNG VIỆC  : BÁN HÀNG 
           +Tuổi: 22t _45 tuổi 
⏰️ Thời gian :
           + Buổi sáng: 8h - 11h30
           + Buổi chiều: 13h30 - 16h30
💸 Tien: 8tr5 _12tr/ tháng ( tùy vị trí và năng lực). 
👉 Yêu cầu: Thái độ tốt, hoà đồng, năng lượng 
📲📲📲GỌI TRỰC TIẾP SĐT:  0796559535",RECRUITMENT,0,"Không có địa chỉ cụ thể (chỉ ghi 'Tại Đà Nẵng'), yêu cầu liên hệ qua SĐT nhưng không cung cấp số điện thoại rõ ràng (chỉ ghi 'GỌI TRỰC TIẾP SĐT: 0796559535')",8tr5 - 12tr/tháng,Bán hàng
"💥💥CẦN TUYỂN  VÀI NỮ LỚN TUỔI LÀM TẠI ĐÀ NẴNG KHO HÀNG TỔNG M.TRUNG
🔥 Kiểm tra hàng trước khi xuất kho ,sắp xếp hàng hóa,tư vấn khách hàng trong kho( làm giờ hành chính)
☘️ Đảm bảo thu nhập tốt, cv ổn định lâu dài - môi trường làm thỏa mái.
💥Luôn chào đón thành viên mới về làm cùng
☎️ Liên hệ sdt: 0877898135 gặp trưc tiếp trao đổi cv",RECRUITMENT,0,"Không có địa chỉ cụ thể (chỉ ghi 'Tại Đà Nẵng'), yêu cầu liên hệ qua sdt nhưng không cung cấp số điện thoại rõ ràng (chỉ ghi 'gặp trực tiếp trao đổi cv')",,Làm tại kho hàng tổng M.Trung
"CẦN TUYỂN nhân viên bảo vệ công trình gần Cầu Đỏ 
thời gian 24 nghỉ 24 
mức lương 5.250.000/tháng ( lễ tết x2)
độ tuổi 22-60t 
liên hệ ......0905575517 & 0901126363 .....................",RECRUITMENT,0,"Không có địa chỉ cụ thể (chỉ ghi 'gần Cầu Đỏ'), yêu cầu liên hệ qua số điện thoại nhưng không cung cấp số rõ ràng (có dấu ...)",5.250.000/tháng,nhân viên bảo vệ công trình
"MÌNH CẦN TUYỂN
👉🏻 01BẠN NV LÀM TẠI TIỆM GIẶT SẤY
👉🏻Yêu cầu: Nữ
● NHIỆT TÌNH, NHANH NHẸN , LÀM LÂU DÀI
👉🏻Thời gian làm:  theo ca hoặc FULL ngày
👉🏻 CHẾ ĐỘ 
●Lương: 25k/h ( lấy tiền trong ngày)
●THƯỞNG CUỐI NĂM 
Liên hệ anh nhé 0372741777
D/c: 12 doãn uẫn, ngũ hành sơn, DN",RECRUITMENT,0,"Không có địa chỉ cụ thể (chỉ ghi 'D/c: 12 doãn uẫn, ngũ hành sơn, DN'), thiếu thông tin liên hệ rõ ràng (chỉ có SĐT nhưng không có tên người liên hệ), yêu cầu liên hệ qua SĐT nhưng không có thông tin xác thực",25k/h,Nhân viên
"cần người đki app, công 130k. bạn nào làm ib nha",RECRUITMENT,0,Yêu cầu Inbox riêng (Ib) mà không có số điện thoại hoặc địa chỉ cụ thể,130k,Đăng ký app
"✨ CẦN NGƯỜI LÀM VIỆC BÁN HÀNG TẠI CHỖ ✨
✨ Thời gian :  cả ngày/nửa ngày
     • Sáng :  7h – 11H
     • Chiều : 13H – 16H
✨ Thu nhập 💰: 
           4 triệu – 8 triệu / tháng
      (Nhận vào ngày 10 hằng tháng )
✨ Yêu cầu : 
    • Tuổi 27 – 45 
    • Không cần kinh nghiệm
    • Thái độ tốt, chăm chỉ , có trách nhiệm 
✨ Liên hệ : 039 356 4395 (Zalo)",RECRUITMENT,0,"Không có địa chỉ cụ thể (chỉ ghi 'Tại Đà Nẵng'), yêu cầu liên hệ qua Zalo mà không cung cấp số điện thoại cụ thể",4 triệu – 8 triệu / tháng,Làm việc bán hàng tại chỗ
"Cần gấp vài bạn bán hàng tại chỗ #ĐÀNẴNG 
 ⏰Ca sáng : 07h30 - 11h30
         Ca chiều : 13h30 - 17h
🎡FULL / PART TIME 
💰4t: 3tr-4tr
      8t : 7tr-8tr ( tuỳ năng lực )
 💝Đủ 19t trở lên ( KHÔNG NHẬN SINH VIÊN )
    ➡️Ib trực tiếp để nhận việc",RECRUITMENT,0,"Không có địa chỉ cụ thể, yêu cầu Inbox riêng, mức lương cao bất thường so với mô tả sơ sài",3tr-4tr,Bán hàng tại chỗ
Công ty cổ phần ProMax Group cần tuyển gấp KỸ SƯ MÔI TRƯỜNG,RECRUITMENT,0,"Không có địa chỉ cụ thể hoặc tên thương hiệu rõ ràng, chỉ đề cập đến công ty nhưng không có thông tin liên lạc chi tiết",,KỸ SƯ MÔI TRƯỜNG
"🆘 Coca Cola TUYỂN DỤNG 🆘
🌿 NV KD thị trường (SR)
💰 Lương: 11tr – 14tr (LC+PC+DS)
✨ Yêu cầu: Trên 18 tuổi, chăm chỉ, có trách nhiệm.
📞 Liên hệ: Chị Hồng 0909 064 289
tại Ngũ Hành Sơn
🙏 Cảm ơn admin đã duyệt bài!",RECRUITMENT,0,"Không có địa chỉ cụ thể (chỉ ghi 'tại Ngũ Hành Sơn' mà không có số nhà/tên đường), yêu cầu liên hệ qua điện thoại nhưng không cung cấp số điện thoại rõ ràng (chỉ ghi 'Chị Hồng 0909 064 289' mà không có địa chỉ liên hệ cụ thể)",11tr – 14tr,NV KD thị trường (SR)
"Cần gấp nữ. Làm việc tại #Hội An_Điện Bàn. 💎7tr~10tr/ tháng+ thưởng
  Thời Gian  8h _ 16h45 ( chủ nhật, lễ nghĩ)👉  liên hệ : ☎0905.89O.791 (c Hoa)",RECRUITMENT,0,"Không có địa chỉ cụ thể (chỉ ghi 'Hội An_Điện Bàn'), yêu cầu liên hệ qua điện thoại nhưng không có số điện thoại đầy đủ (chỉ có 0905.89O.791)",7tr~10tr/ tháng,Nữ
Cần tìm người làm. Công việc làm dừa.ai cần ib số lượng 2 nguòi.0984102678,RECRUITMENT,0,Yêu cầu Inbox riêng (Ib) mà không cung cấp số điện thoại hoặc địa chỉ cụ thể,,Làm dừa
"💐 MỞ RỘNG CHI NHÁNH - CẦN NGƯỜI LÀM TẠI KHU VỰC ĐÀ NẴNG .
(CÔNG VIỆC LÂU DÀI ỔN ĐỊNH)
LÀM GIỜ HÀNH CHÍNH 
    🕰️🕰️THỜI GIAN : Sáng : 8h - 11h30/ Chiều: 1h30 - 4h30 ( Chủ nhật ,lễ nghỉ) 
   🥰🥰YÊU CẦU  : Trách nhiệm công việc, chịu khó ,vui vẻ
    👉NỮ TỪ 22- 55 TUỔI ( không cần kinh nghiệm 
    👉THU NHẬP : 7- 12tr ( tùy vị trí )
☎️LIÊN HỆ SĐT: 077 895 7970 để trao đổi",RECRUITMENT,0,"Không có địa chỉ cụ thể (chỉ ghi 'Khu vực Đà Nẵng'), yêu cầu liên hệ qua SĐT nhưng không cung cấp số điện thoại rõ ràng (chỉ ghi '077 895 7970')",7-12tr,Làm tại khu vực Đà Nẵng
"Cần nữ bán hàng, 8h - 16h30h về
💵 Khởi điểm : 7.000tr/tháng, cn,lễ nghỉ
☎Gọi SĐT : 0931.992.748 (hoặc zalo)",RECRUITMENT,0,"Không có địa chỉ cụ thể, yêu cầu liên hệ qua SĐT nhưng không cung cấp số điện thoại rõ ràng (chỉ ghi 'Gọi SĐT'), mô tả công việc không rõ ràng",7.000tr/tháng,Bán hàng
"✨CẦN 4 NỮ PHỤ BÁN HÀNG VÀ CHĂM SÓC KHÁCH HÀNG TẠI : VĨNH ĐIỆN
 👉HỘI AN_ĐIỆN NGỌC_ĐIỆN NAM TRUNG 
        💎 TUỔI : 25Tt  trở  LÊN 💎
✨Thời gian:TỪ 8H~16H45(chủ nhật ,lễ nghỉ)
         👉 7TR~10TR + thưởng + phụ cấp 
⭐LIÊN HỆ TRỰC TIẾP  :0905.89O.791 ĐỂ NHẬN VIỆC NGAY🍀",RECRUITMENT,0,"Không có địa chỉ cụ thể (chỉ ghi 'VĨNH ĐIỆN', 'HỘI AN_ĐIỆN NGỌC_ĐIỆN NAM TRUNG'), yêu cầu liên hệ trực tiếp qua SĐT nhưng thiếu thông tin địa chỉ chi tiết",7TR~10TR,Phụ bán hàng và chăm sóc khách hàng
"Bổ sung thêm nữ hợp tác kinh doanh
🫵 Tuổi từ 30 đến 50.
⏰ TG từ 8 giờ đến 17 giờ chiều ( nghỉ lễ và chủ nhật) 
☎️ LH 0905725449 Zalo gặp trực tiếp nhé 🚴✈️☎️⏰f🚗🏃🚴",RECRUITMENT,0,"Không có địa chỉ cụ thể hoặc tên thương hiệu rõ ràng, yêu cầu liên hệ qua Zalo mà không cung cấp số điện thoại, mô tả công việc không rõ ràng",,Hợp tác kinh doanh
"Tổng kho hàng Đà Nẵng cần :
👉 Quản lý
👉 Hỗ trợ văn phòng
👉 Bán hàng
Nam : 22-28 tuổi / Nữ : 22-50 tuổi
Thu nhập : 8tr ( chủ nhật nghỉ) 
⏰ 7h45 - 17h ( hỗ trợ thời gian mẹ BỈM)
Địa điểm : Thanh Khê, Hải Châu.
Gọi trực tiếp 0796. 746873 - z. a. l.o
Hỗ trợ học việc trước khi làm.",RECRUITMENT,0,"Không có địa chỉ cụ thể (chỉ ghi 'Thanh Khê, Hải Châu') và yêu cầu gọi trực tiếp nhưng không cung cấp số điện thoại rõ ràng (chỉ có 0796. 746873 - z. a. l.o)",8 triệu,"Quản lý, Hỗ trợ văn phòng, Bán hàng"
"[Hệ thống 𝐌𝐲̃ 𝐏𝐡𝐚̂̉𝐦 - 𝐋𝐚̀𝐦 Đ𝐞̣𝐩 ]
TÌM NGƯỜI LÀM 
🌷𝐕𝐢̣ 𝐭𝐫𝐢́: Bán Hàng
📝 𝐌𝐨̂ 𝐭𝐚̉ 𝐜𝐨̂𝐧𝐠 𝐯𝐢𝐞̣̂𝐜:
   - Chào đón, hỗ trợ khách hàng
   - Dọn dẹp, giữ vệ sinh nơi làm việc
   - Tư vấn sản phẩm
💎 𝐓𝐡𝐮 𝐧𝐡𝐚̣̂𝐩:
   - Parttime: 4.500.000 Vnđ / tháng
   - Fulltime: 9.000.000 Vnđ / tháng
   (Thưởng quý, lễ, Tết x 4 thu nhập)
🧧𝐐𝐮𝐲𝐞̂̀𝐧 𝐥𝐨̛̣𝐢:
   - Có hỗ trợ xoay ca
   - Chế độ, ngày lễ, tết, phép, du lịch…
   - Đảm bảo cơ hội thăng tiến, phát triển. 
   - Off 1 ngày bất kỳ trong tuần.
   - Ưu đãi giảm giá mua sản phẩm.
🌈𝐂𝐡𝐢 𝐍𝐡𝐚́𝐧𝐡 
✨ Hoà Cường - Cẩm Lệ - Hoà Khánh - Liên Chiểu - Vĩnh Điện - Hội An - Tam Kỳ 
📌𝐘𝐞̂𝐮 𝐜𝐚̂̀𝐮 𝐜𝐨̂𝐧𝐠 𝐯𝐢𝐞̣̂𝐜: 
✅Đủ 22-45 tuổi ( ưu tiên những bạn có ngoại hình)
✅Siêng năng, trung thực, trách nhiệm
❗Không yêu cầu kinh nghiệm, sẽ được đào tạo
☎ Để biết thêm thông tin công việc, vui lòng Inbox trực tiếp hoặc  - 0878127189.(QLNS)",RECRUITMENT,0,"Không có địa chỉ cụ thể (chỉ ghi 'Khu vực Cẩm Lệ', 'Tại Đà Nẵng'), yêu cầu Inbox trực tiếp mà không có số điện thoại",4.500.000 Vnđ/tháng,Bán Hàng
"🍀🍀VIỆC LÀM TẠI ĐÀ NẴNG🍀🍀
👉 Tư vấn, chăm sóc Khách hàng
👉 Hỗ trợ nhân sự
👉 Bán hàng, kiểm hàng
-Thời gian: Ca 1: 8h00-11h30.
                    Ca 2: 13h30-17h00
- Thu nhập: Parttime: 3,5 triệu
                        Fulltime: 7,5 triệu 
- Nam : 22-28t
   Nữ : 22-45 t
- Khu vực: #ThanhKhê, #HảiChâu.
- Ưu tiên có trình độ
- Hỗ trợ xoay ca 
- Không yêu cầu kinh nghiệm.
- Không nhận sinh viên
- LIÊN HỆ 0796746873 hoặc Ib zalo",RECRUITMENT,0,"Không có địa chỉ cụ thể (chỉ ghi Khu vực), yêu cầu liên hệ qua ib/zalo mà không có số điện thoại cụ thể","3,5 triệu - 7,5 triệu","Tư vấn, chăm sóc khách hàng; hỗ trợ nhân sự; bán hàng, kiểm hàng"
"💥 VIỆC LÀM Hải CHÂU  💥
CÔNG VIỆC : Bán hàng 
- Khách tới mua gì thì lấy đó cho khách.
- Sản phẩm : hàng tiêu dùng.
- Được hướng dẫn cách làm việc.
🌞 Nữ : 22 - 50 tuổi
      Nam :  22 -30 tuổi 
THỜI GIAN:
• Sáng :   8h00 - 11h30
• Chiều : 13h30 - 17h00
•  Có xoay ca linh hoạt.
QUYỀN LỢI:
- 7.500.000 - 9.000.000/ tháng
- Được nghỉ 4 ngày / tháng
- Được thưởng nếu làm tốt 
✔️ Inbox trực tiếp nhận việc ngay or LH: 0878663656✔️",RECRUITMENT,0,"Không có địa chỉ cụ thể (chỉ ghi 'Hải Châu'), yêu cầu Inbox trực tiếp nhận việc",7.500.000 - 9.000.000/ tháng,Bán hàng
"🗣️ TP Đà Nẵng GẤP CẦN 3 nam/nữ 
🌹𝘾𝙤̂𝙣𝙜 𝙫𝙞𝙚̣̂𝙘 : bán hàng tại chỗ  - hỗ trợ báo giá - nhận nam/nữ bán hàng ⚠️
⏰𝙏𝙝𝙤̛̀𝙞 𝙜𝙞𝙖𝙣 : sáng 8h - 11h30 ✨
                    chiều 13h30 - 4h30  🌙 
🌹Thu nhập : 4 𝙩𝙧𝙞𝙚̣̂𝙪 /𝙘𝙖𝟰 𝙘𝙖̉ 𝙣𝙜𝙖̀𝙮 8𝙩𝙧/ 𝙩𝙝𝙖́𝙣𝙜 𝙘𝙤́ 𝙩𝙝𝙪̛𝙤̛̉𝙣𝙜 , 𝙘𝙤́ đãi ngộ tốt đào tạo free , hướng dẫn chỉ việc tận tâm .
💕🌈𝙔𝙀̂𝙐 𝘾𝘼̂̀𝙐 : 20 - 45 tuổi có thể nhận 50 nhưng phải nhanh nhẹn , có cccd, nghiêm túc cần việc ib, công việc rõ ràng, chịu khó ,có trách nhiệm, yêu cầu thái độ tốt . 
📞𝙎𝘿𝙏: 𝟬𝟵𝟬𝟱𝟮𝟲𝟭𝟰𝟴𝟳 ( 𝙯𝙖𝙡𝙤 )𝙩𝙧𝙖𝙤 𝙙𝙤̂̉𝙞 𝙉𝙝𝙖̣̂𝙣 𝙫𝙞𝙚̣̂𝙘",RECRUITMENT,0,"Không có địa chỉ cụ thể (chỉ ghi 'TP Đà Nẵng'), yêu cầu ib/Inbox mà không có số điện thoại liên lạc, mô tả công việc không rõ ràng (chỉ nói 'bán hàng tại chỗ'), thu nhập không rõ ràng (chỉ nói '4tr/ca' mà không nói rõ ca nào, không có thông tin chi tiết về mức lương/thu nhập)",4 triệu/ca,Bán hàng tại chỗ
