text,is_recruitment,cat_reason,label,legit_reason,source_file,source
":mega::mega::mega:Shop mình cần tuyển 2 bạn nữ ca tối 3-10g hoặc 5-10g ,lương 18k/1g,chuyên cần + 200k/300k tuỳ mõi ca,,công việc tư vấn bán hàng!!
:mega::mega::mega: Bạn nào thực sự cần việc thì ib shop nha
(---cám ơn ad đã duyệt bài ạ!!!---)",1,"Tin đăng tìm 2 bạn nữ làm ca tối bán hàng, mô tả lương và thời gian làm việc cụ thể.",0,"Việc gia đình/cá nhân thiếu địa chỉ cụ thể, xưng hô 'shop' không rõ ràng, mức lương cao so với công việc tư vấn bán hàng.",content3_step2.csv,
":sparkles:  VỪA LÀM VỪA TẬN HƯỞNG VIEW BIỂN! :sparkles:
ĂN THÔI HẢI SẢN CAO CẤP (290 Võ Nguyên Giáp, ngay mặt biển) đang CẦN BỔ SUNG các thành viên gia nhập đội ngũ phục vụ.
CÁC VỊ TRÍ ""BỎ TÚI"" NẶNG KÝ
VỊ TRÍ FULL TIME (7h/1 ngày)
 Phục Vụ (Server)
Ø Lương từ : 5.5tr/1 tháng (7h/1 ngày)
Tiếp Thực (Runner)
Ø Lương: 5.5tr/1 tháng (7h/1 ngày)
Lễ Tân (Receptionist): Yêu cầu ngoại hình + Tiếng Anh/Hàn cơ bản
Ø Lương từ : 5.5tr/1 tháng (7h/1 ngày)
Pha Chế :
Ø Lương từ: 5.5/1 tháng (7h/1 ngày)
CÁC VỊ TRÍ PART - TIME : lương từ 28.000 VNĐ/giờ. Phù hợp cho sinh viên muốn ""cày"" thêm thu nhập ổn định.
Yêu cầu nhỏ : tuyển nhân viên từ đủ 18t trở lên
:runner:  ỨNG TUYỂN NHANH NHẤT
NHẤN GỬI CV HOẶC NHẮN TIN ZALO NGAY:
·        :email: Email CV: hr.vietnamtreasure@gmail.com
·        :telephone_receiver: Zalo/Call: 0795.718.374 (Phòng HCNS)
:wave: Bạn đang tìm việc Full-time hay Part-time? Comment để chúng tôi tư vấn nhanh hơn!
#JobNgayBiển #LươngCaoĐàNẵng #TuyểnDụngGấp #PartTimeLươngCao #ĂnThôiHảiSản",1,"Tin đăng có mô tả rõ ràng các vị trí công việc, lương và yêu cầu tuyển dụng.",1,Tin tuyển dụng từ quán ăn/quán bar có địa chỉ cụ thể. Mức lương phù hợp thị trường.,content3_step2.csv,
"𝐔́𝐓 𝐓𝐈̣𝐂𝐇 𝐂𝐚𝐟𝐞́ 𝟕𝟑 𝐍𝐠𝐮𝐲𝐞̂̃𝐧 𝐓𝐡𝐚́𝐢 𝐇𝐨̣𝐜
𝐂𝐚̂̀𝐧 𝐓𝐮𝐲𝐞̂̉𝐧 : Phục vụ( Lâu dài)
Ca1: 6h30 -> 12h00
Ca2: 12h00 ->17h30
Ca3: 17h30 -> 22h30 
𝗬𝗲̂𝘂 𝗰𝗮̂̀𝘂:
Nam, Nữ từ 18 -> 25
Nhanh nhẹn, gọn gàng chăm chỉ có trách nhiệm.
Thân thiện, hoà đồng, tinh thần làm việc tập thể. 
Ưu tiên người Đà Nẵng
Tăng ca và xoay ca khi quán yêu cầu.
𝙐̛𝙪 𝙩𝙞𝙚̂𝙣: L𝙖̀𝙢 đ𝙪̛𝙤̛̣𝙘 𝙣𝙜𝙖̀𝙮 𝙘𝙪𝙤̂́𝙞 𝙩𝙪𝙖̂̀𝙣, 𝙡𝙚̂̃, 𝙩𝙚̂́𝙩 𝘅𝟯…
𝗟𝗶𝗲̂𝗻 𝗵𝗲̣̂: Nộp hồ sơ trực tiếp tại quán hoặc liên lạc: 0901146608 hoặc liên hệ qua Zalo: 0782539382
Đ/𝙘: 𝟳𝟯 𝙉𝙜𝙪𝙮𝙚̂̃𝙣 𝙏𝙝𝙖́𝙞 𝙃𝙤̣𝙘, Phường 𝙃𝙖̉𝙞 𝘾𝙝𝙖̂𝙪, Đ𝙖̀ 𝙉𝙖̆̃𝙣𝙜.",1,Tin tuyển dụng nhân viên phục vụ tại quán cafe.,1,Tin tuyển dụng quán cafe có địa chỉ cụ thể.,content3_step2.csv,
"Trợ lý ban tổng giám đốc
PHÚC LỢI Laptop Chế độ bảo hiểm Du Lịch Phụ cấp Đồng phục Chế độ thưởng Chăm sóc sức khỏe Đào tạo Tăng lương Công tác phí Phụ cấp thâm niên Nghỉ phép năm MÔ TẢ CÔNG VIỆC Tham mưu và hỗ trợ BGĐ trong xây dựng, triển khai chiến lược công ty. Điều phối các dự án trọng điểm, các kỳ thi/cuộc thi lớn, dự án mới theo chỉ đạo của BGĐ. Theo dõi, tổng hợp tiến độ công việc định kỳ của BGĐ và các phòng ban. Xây dựng và triển khai hệ thống BSC/KPI, kế hoạch hành động của công ty, các phòng ban. Xây dựng, thẩm định hệ thống báo cáo quản trị và chuyên môn. Tư vấn vận hành cho các phòng ban chuyên môn, nhận diện và kiểm soát rủi ro. Chủ trì hoặc điều phối các dự án cải tiến, quản trị vận hành. YÊU CẦU CÔNG VIỆC Học vấn: Tốt nghiệp Đại học chính quy trở lên chuyên ngành Kinh tế, QTKD, QTNL hoặc các chuyên ngành liên quan Kinh nghiệm: Tối thiểu 2 năm kinh nghiệm trong lĩnh vực xây dựng, hoạch định chiến lược, triển khai BSC/KPI, quản lý dự án Có tư duy hệ thống, hiểu biết về mô hình vận hành, chiến lược kinh doanh và giải pháp số hóa. Thành thạo Microsoft Office; ưu tiên có chứng chỉ Phân tích dữ liệu hoặc BA Kỹ năng: Khả năng tư duy chiến lược, lập kế hoạch và quản lý, xử lý công việc hiệu quả Kỹ năng phân tích, tổng hợp và xử lý vấn đề Kỹ năng giao tiếp, làm việc nhóm/ điều phối, thiết lập mối quan hệ  Quyền lợi Làm việc trong môi trường hàng đầu về khảo thí với gần 25 năm kinh nghiệm tổ chức các chứng chỉ thi Quốc tế. Mức lương hấp dẫn, thỏa thuận xứng đáng với năng lực. Chế độ phúc lợi minh bạch, theo quy định Pháp luật. Thưởng lễ, thưởng cuối năm hấp dẫn, thưởng nóng, thưởng sáng kiến cải tiến công việc,… Xét điều chỉnh lương định kỳ hằng năm. Chương trình đào tạo nội bộ, chương trình phát triển cán bộ nguồn và nhiều cơ hội thăng tiến trong công việc Hoạt động văn hóa nội bộ sôi nổi, teambuilding, du lịch, khám sức khỏe hằng năm. ĐỊA ĐIỂM LÀM VIỆC Hà Nội 217 Quan Hoa, Quan Hoa, Cầu Giấy, Hà Nội THÔNG TIN KHÁC Bằng cấp: Đại học Độ tuổi: Không giới hạn tuổi Lương: Cạnh tranh GỢI Ý HỒ SƠ Thiết kế CV Ứng Tuyển",1,,1,,data_viet.csv,https://careerviet.vn/vi/tim-viec-lam/tro-ly-ban-tong-giam-doc.35C589B1.html
":potted_plant:Góc việc làm #ĐàNẵng
Cần 2 #nữ 1 #nam bán tại cửa hàng đại lý
:four_leaf_clover: Cv: Hỗ trợ khách hàng, giới thiệu sản phẩm, lập đơn, báo giá .v.v
#Yêucầu : 18t trở lên
Thời gian giờ hành chính hoặc xoay ca: Sáng: 8h -11h30
Chiều: 13h30 - 17h
-> Tháng off 4 ngày CN
:dollar: ➢ Part : 4tr/ 1ca
:dollar: ➢ Full 2 ca : 8tr/ 2 ca
:point_right:  Được hướng dẫn trước khi làm
:point_right:  Ko yều cầu ngoại hình
:four_leaf_clover:KHU VỰC QUẬN HẢI CHÂU, ĐÀ NẴNG
LH : Ib trực tiếp hoặc liên hệ Zalo 0819243863 (c Tuyết) trao đổi cv nhận làm luôn:bouquet:",1,,0,,facebook.csv,facebook.com
"Nhà hàng Hải Sản Lão Đại Đà Nẵng - Lô A2-1 Võ Văn Kiệt, Đà Nẵng Tuyển :

- Nhân viên : 8 người
     ★★★ Ca: 17h00 - 23h00 , lương từ 3.500.000  đến 4.000.000 + Tiền típ
     ★★★ Ca 2: 17h00 - 24h00 , lương 4.000.000 - 4.500.000 + Tiền típ
:sparkler::sparkler::sparkler:ĐÃI NGỘ TỐT VỚI NHỮNG BẠN CẦN CÔNG VIỆC LÂU DÀI, ỔN ĐỊNH
- Liên Hệ: Inbox ZALO 0335766352 để phỏng vấn.
   Địa chỉ: Lô A2-1 Võ Văn Kiệt, Sơn Trà, Đà Nẵng",1,,1,,facebook.csv,facebook.com
":woman_in_tuxedo_medium-light_skin_tone: CẦN TÌM NGƯỜI BÁN CAFE , THỨC UỐNG:person_in_tuxedo_medium-light_skin_tone:
     Khu vực : Cẩm Lệ
   :crescent_moon:Độ tuổi :  18 - 30 tuổi
 Thái độ Tốt , vui vẻ , nhiệt tình với khách
    :moneybag:  :   3tr5   / Tháng ( parttime )
                7tr5  / Tháng ( fulltime )
   :crescent_moon: Tự đăng ký theo lịch của bạn : 2 ca
  • Ca 1 :  7h30 - 11h30
  • Ca 2 : 13h30 - 17h30
Liên hệ zalo/gọi 039 3564395",1,,0,,facebook.csv,facebook.com
":diamonds:CƠ HỘI HỢP TÁC NGHỀ BĐS – DÀNH CHO NGƯỜI MUỐN PHÁT TRIỂN.
:point_right:Lh:0903.588.575
#hokhanhly
#tuyendungbds
#đàmphánđỉnhcao
#vieclamdanang",1,Tin đăng chứa hashtag #tuyendungbds và liên hệ tuyển dụng.,0,"Thiếu địa chỉ cụ thể, sử dụng hashtag mồi chài (#hokhanhly, #tuyendungbds), xưng hô thiếu chuyên nghiệp (không rõ là công ty hay cá nhân)",content2_step2.csv,
"Cần tuyển 1 nữ bán xe cf mang đi
Giờ: 6:00 - 11:00
Số lượng: 1 người
Lương : 20k/h ( có thưởng chuyên cần)
Liên hệ zalo : 0919.147.228",1,Tin tuyển dụng nhân viên bán xe cf.,0,"Việc nhẹ lương thấp, thiếu địa chỉ công ty/quán xá, chỉ có số điện thoại Zalo.",content3_step2.csv,
tuyển gấp 2 nhân viên   bưng bê phục vụ quán phở thời gian làm việc 5h30 đến 10h30 lương 3tr3 / tháng có nhận trả theo ngày . địa chỉ 85 an dương vương trường thi cũ . sđt 0918518860 hoặc ib trao đổi . quán bao ăn sáng tại quán. làm tốt có thưởng theo năng lực,1,Tin đăng tuyển 2 nhân viên bưng bê phục vụ quán phở.,1,"Tin tuyển dụng quán phở, có địa chỉ cụ thể, lương hợp lý.",content1_step2.csv,
":mega::mega::mega:Cần tìm đồng đội đi làm được luôn càng tốt các bác ơiiiii :two_hearts::two_hearts::two_hearts:
Shop cần tuyển thêm 1 bạn nữ  cv cụ thể check ib,soạn đơn,đóng gói hàng cho kh tỉnh
1b làm ca chiều :5h30-10h 
:x: Yêu cầu: 
                      :white_check_mark: Nhanh nhẹn, trung thực
                      :white_check_mark: làm lâu dài,ko tuyển thời vụ
                       :white_check_mark: ưu tiên gần khu vực đhv,hưng dũng,trường thi
Địa chỉ:  Shop Coca baby   126 đg phong đình cảng
ĐẾN QUÁN TRỰC TIẾP TRAO ĐỔI HOẶC Call
0948485994 cị trang",1,Tin đăng tìm kiếm nhân viên cho shop với yêu cầu cụ thể về công việc và điều kiện.,1,Tin tuyển dụng của quán xá có địa chỉ cụ thể. Mức lương không quá cao.,content1_step2.csv,
"KỸ SƯ CƠ ĐIỆN (MEP)
PHÚC LỢI Chế độ bảo hiểm Du Lịch Phụ cấp Đồng phục Chế độ thưởng Chăm sóc sức khỏe Đào tạo Tăng lương Công tác phí Nghỉ phép năm MÔ TẢ CÔNG VIỆC - Triển khai, giám sát các hạng mục thi công Điện - Cơ. - Giám sát thi công Điện - Cơ, nhà thầu phụ (Các dự án cao tầng, nhà xưởng). - Giám sát theo dõi sử dụng nguồn vật tư, thiết bị. - Bóc tách khối lượng vật tư thiết bị, tính toán giá chào thầu cho các hạng mục MEP. - Lập và triển khai bản vẽ thi công, biểu đồ nhân lực, biện pháp thi công các hạng mục công việc MEP. - Phối hợp chặt chẽ với các đơn vị có liên quan tại công trường và dự án. - Thực hiện các công tác liên quan đến lưu trữ hồ sơ của dự án. - Nghiệm thu hạng mục thi công. - Thực hiện các nhiệm vụ khác khi được cấp trên phân công. YÊU CẦU CÔNG VIỆC - Giới tính: Nam - Tốt nghiệp Cao Đẳng, Đại học ưu tiên chuyên ngành Kỹ sư điện Công Nghiệp, Điện - Điện tử. - Kinh nghiệm làm việc từ 1 năm . - Có kiến thức, kinh nghiệm giám sát và thi công các công trình Cơ Điện cho các công trình dân dụng như: Chung cư, nhà cao tầng, trung tâm mua sắm.... - Am hiểu hệ thống CTN, Thông gió, Điều hòa không khí, PCCC (Có chứng chỉ giám sát là 1 lợi thế). - Sử dụng thành thạo các phần mềm văn phòng (MS Word, MS Excel,....) và phần mềm đồ họa, AutoCad, biết vẽ Shop Drawing. - Chăm chỉ, nhiệt tình, tinh thần trách nhiệm cao trong công việc. - Có thể đi công tác ở các tỉnh thành. ĐỊA ĐIỂM LÀM VIỆC Hồ Chí Minh 286 Thành Công, Tân Sơn Nhì, Tân Phú, Thành phố Hồ Chí Minh THÔNG TIN KHÁC Độ tuổi: Không giới hạn tuổi Lương: 15 Tr - 20 Tr VND GỢI Ý HỒ SƠ Thiết kế CV Ứng Tuyển",1,,1,,data_viet.csv,https://careerviet.vn/vi/tim-viec-lam/ky-su-co-dien-mep.35C569AB.html
"Tuyển phụ nghề điện lạnh . Vừa kiếm được thu nhập vừa được trao dồi tay nghề để có cuộc sống ổn định về lâu về dài . 
Ae ai cần cv và muốn có nghề thì ib mình nhé . 
Cảm ơn ad đã cho đăng bài .",1,Tin đăng tuyển dụng nhân viên phụ nghề điện lạnh.,0,"Văn phong thiếu chuyên nghiệp ('Ae ai cần cv...'), không có địa chỉ cụ thể.",content1_step2.csv,
":iphone:0789488045
:mailbox_with_mail::mailbox_with_mail::mailbox_with_mail:CẦN 2 BẠN PHỤ LÀM TẠI ĐÀ NẴNG.
:round_pushpin:GIỜ:
:black_small_square:8h-11h30:black_small_square:13h30-17h: 4tr3
=> Fulltime (8h-17h): ~8tr8 + thưởng chế độ cao
:round_pushpin:YÊU CẦU: trên 19t ( ĐÃ THÔI HỌC ), nghiêm túc",1,,0,,facebook.csv,facebook.com
"Cần tuyển vị trí tạp vụ
0979820440",1,Cần tuyển vị trí tạp vụ -  Mô tả rõ ràng việc làm cần tìm người,0,"Thiếu địa chỉ, xưng hô thiếu chuyên nghiệp",content1_step2.csv,
":four_leaf_clover:CẦN NGƯỜI PHỤ BÁN HÀNG :four_leaf_clover:
- Khu vực : Hải Châu - Thanh Khê
- Thời gian : + sáng 8h - 11h30
+ Chiều 13h30 - 17h ( ko tăng ca )
- Thu nhập: 7tr - 9 tr + thưởng
- Yêu cầu:
+ Nữ : 19-45
+ Nam : 19 -30
# Thái độ tốt ,chịu khó siêng năng
- Liên hệ trực tiếp Zalo , sđt: 0339498276",1,,0,,facebook.csv,facebook.com
"Công Ty ICT Tuyển Dụng 3 Tạp Vụ :
1.Địa chỉ: Trường Đại học,đường Nguyễn Gia Thiều , Điện Ngọc , Đà Nẵng 
     - Thời gian : 5h30-10h00& 12h30-16h, nghỉ CN
   2.Bệnh viện đường Nguyễn Gia Thiều, Điện Ngọc, Đà Nẵng
     - Thời gian:5h30-10h45& 13h-16h, nghỉ 1 ngày/ tuần 
:point_right:Yêu cầu : chịu khó , chủ động trong cv , biết sd zalo.
:point_right: Mô tả cv : 
- Quét , lau sàn , cầu thang bộ , thang máy , nhà vệ sinh ….
- Lau cửa , lau kính . Thu gom rác và xử lý phát sinh.Làm theo phân công cv của giám sát, tổ trưởng 
:point_right: Chế độ : 
- Công việc ổn định , lâu dài 
- Môi trường làm việc thân thiện , được đào tạo quy trình chuyên nghiệp 
- Thưởng , lễ , tết , hỗ trợ BHYT . Cấp phát đồng phục , dụng cụ miễn phí . Có tổ chức công đoàn thăm ốm đau ….
 :v::v:Ai có nhu cầu liên hệ :0943812853( em Trang)",1,"Tin đăng tuyển dụng nhân viên tạp vụ với mô tả công việc, chế độ lương và cách liên hệ.",1,Tin tuyển dụng công ty/quán xá với địa chỉ cụ thể. Mặc dù mô tả công việc đơn giản nhưng không có dấu hiệu lừa đảo.,content2_step2.csv,
"[TUYỂN DỤNG GẤP - ĐI LÀM NGAY - THU NHẬP HẤP DẪN]
THAVI đang mở rộng quy mô và tìm kiếm những ỨNG VIÊN TÀI NĂNG cho các vị trí sau:
- 5 Tư vấn viên
- 5 Kỹ thuật viên da 
- 5 Kỹ thuật viên phun xăm 
- 5 Nhân viên kinh doanh/CSKH 
- 2 Trợ tá 
- 2 Bảo vệ 
- 2 Thu ngân
:white_check_mark: BẠN ĐƯỢC GÌ KHI LÀ THÀNH VIÊN CỦA THAVI:
- Thu nhập hấp dẫn (lương cứng + tips + dịch vụ + % hoa hồng+ thưởng nóng)
- Thưởng Tết, quà cáp sinh nhật, hiếu hỉ… không thiếu dịp nào
- Được đào tạo để phát triển bản thân cùng khả năng thăng tiến không giới hạn
- Cơ hội làm đẹp miễn phí và mua mỹ phẩm giá gốc...
>>> Đừng bỏ lỡ cơ hội trở thành một phần của THAVI Family nhé! ỨNG TUYỂN NGAY!
:point_right: Ms. Diệu Hằng 0972 846 872
:point_right: Email: dieuhang704@gmail.com
----------------------
HỆ THỐNG THẨM MỸ QUỐC TẾ THAVI
Số 2 - Tòa nhà Vicentra - Đường Ngư Hải - TP. Vinh - Nghệ An
Hotline: 0932 35 3131 / 0931 35 3636
#thavi #tuyendung #vieclam #vieclamtpvinh #tpvinh",1,"Văn bản chứa từ khóa 'Tuyển dụng', mô tả vị trí công việc cụ thể và thông tin liên hệ.",1,Tin tuyển dụng từ công ty thẩm mỹ có địa chỉ cụ thể. Mức lương không quá cao so với thị trường.,content1_step2.csv,
"#EM CẦN 2 CHỊ NỮ PHỤ BÁN HÀNG TIÊU DÙNG >>TẠI:THanh khê & Hải châu
//Thời gian: 8h đến 16h40
//Ưu tiên: từ 25đến 55 tuổi
//Thu nhập: 8  triệu 
>>>Liên hệ ngay: 0966216342:shamrock:",1,"Tin đăng tìm người phụ bán hàng với thông tin về thời gian làm việc, thu nhập và liên hệ.",0,Việc bán hàng tại quán xá nhưng thiếu địa chỉ cụ thể. Xưng hô 'EM CẦN' không chuyên nghiệp.,content2_step2.csv,
":loudspeaker::loudspeaker:CHỊ ĐANG CẦN VÀI BẠN PHỤ CHỊ BÁN HÀNG #đànẵng
:alarm_clock: Thời gian:
          Sáng: 7h30 - 11h30
          Chiều: 13h30 - 17h30
           ( Xoay ca linh hoạt )
ƯU TIÊN : làm lâu dài
:moneybag: Thu nhập:
          Ca 4h: 3.500.000VNĐ + thưởng
          Ca 8h: 7.500.000VNĐ + thưởng
YÊU CẦU:
- Từ đủ 19 TUỔI trở lên, thái độ tốt
- Không cần kinh nghiệm ,  bằng cấp
- Công việc nghiêm túc, không phí
:mag_right: Khu vực: Thanh Khê và Hải Châu
:phone:AI CÓ NHU CẦU LIÊN HỆ TRỰC TIẾP ĐỂ TRAO ĐỔI (0387208221)",1,,0,,facebook.csv,facebook.com
":loud_sound::loud_sound::loud_sound:CẦN NGƯỜI LÀM VIỆC TẠI
#ĐÀNẴNG
KHU VỰC: hải châu - thanh khê -cẩm lệ -  hoà cầm.
:fire: YÊU Cầu: siêng năng - nhanh nhẹn.
:rose: Không cần kinh nghiệm
:star: ĐỘ TUỔi
:shamrock: NAm: 19 -> 35 tuổi
:boom: NỮ: 19 -> 55 tuổi( không nhận sinh viên)
:alarm_clock: THỜI GIAN: 8h - 5h chiều (CN, lễ nghĩ)
:heavy_dollar_sign::heavy_dollar_sign::heavy_dollar_sign:THU NHẬP: 7,5tr đến 8tr( tùy vị trí)
:phone: LIÊN HỆ: 0776.948.603 để trao đổi trực tiếp và nhận việc ngay",1,,0,,facebook.csv,facebook.com
":boom::boom:#CẦN VÀI BẠN PHỤ BÁN CÁC LOẠI ĐỒ UỐNG, CAFE
Khu vực: #Hải Châu, Thanh Khê. Đà Nẵng. Tam Kì
# KHỞI ĐIỂM. 7.000.000Đ
:dart:YÊU CẦU:
-TUỔI 18-50 (ko nhận sinh viên)
- NHANH NHẸN, VUI VẺ
-LIÊN HỆ 0981857730 HOẶC IB ĐỂ NHẬN VIỆC",1,,0,,facebook.csv,facebook.com
"Cần nữ bán hàng tại đà nẵng
(Siêng năng,nhiệt tình,chịu khó)
Thu nhập 7.000.000tr
Giờ hành chính
Liên hệ:0936182247(không trao đổi tin nhắn)",1,,0,,facebook.csv,facebook.com
"Cần nam nữ trên 19t hết học bán mỹ phẩm tại hải châu đn.
Làm .7g45 đến 4g ( có xoay ca theo mong muốn)
Tháng nghĩ 4 ngày
Tiền.8tr 
Lh chị .0777541601",1,"Mô tả công việc bán mỹ phẩm, thời gian làm việc và mức lương.  ",0,Việc bán mỹ phẩm thường có mức lương cao hơn bình thường. Tin thiếu địa chỉ công ty/cửa hàng.,content2_step2.csv,
":white_check_mark:Hiện tại em cần 2 chị làm việc nghiêm túc tại #Hòa_Khánh
8h đến 16h 45.
8tr/ th 
Gọi em ngay 0935.760.516",1,"Tin đăng tìm người làm việc với thông tin giờ giấc, mức lương và số điện thoại liên hệ.",0,Thiếu địa chỉ công ty/quán xá. Xưng hô 'em' thiếu chuyên nghiệp.,content2_step2.csv,
"Bổ sung thêm nữ bán hàng tại kho tuổi từ 26 đến 50.t
:alarm_clock: Thời gian tự 8 giờ đến 17 giờ..
:phone:. Lh 0905725449. Thật sự mong muốn làm việc lâu dài. :kiss:f:hearts:gf:heart_eyes:f:hibiscus:",1,Tin đăng tìm người bán hàng tại kho với yêu cầu tuổi tác và thời gian làm việc cụ thể.,0,"Việc gia đình/cá nhân thiếu địa chỉ cụ thể, văn phong không chuyên nghiệp.",content2_step2.csv,
"TUYỂN NHÂN VIÊN BÁN HÀNG THE KIDS SHOP
:candy: Từ 20-35 tuổi. Ưu tiên ng đã có kinh nghiệm bán hàng quần áo trẻ em(làm tốt có thưởng)
:candy: Làm theo ca:
Ca chiều từ 14h-18h 
:telephone_receiver: Vui lòng liên hệ trực tiếp SĐT 0943551991 hoặc qua shop trao đổi công việc
:house: Địa chỉ làm việc: Tại 43 Nguyễn Văn Cừ, phường Trường Thi, TP Vinh",1,"Tin đăng tuyển nhân viên bán hàng với yêu cầu cụ thể về tuổi tác, kinh nghiệm và giờ làm.",1,"Tin tuyển dụng có địa chỉ cụ thể, mô tả công việc rõ ràng. Đây là dấu hiệu của việc làm uy tín.",content1_step2.csv,
"Cần tuyển gấp nam bảo vệ kv nam kì khởi nghĩa-NHS:
Ca 24 nghỉ 24
Lương 5tr/tháng
Số lượng: 02 nhân viên
Mục tiêu cơ quan, tối nghỉ ngơi
Độ tuổi: 20-60t
LH trao đổi: 0948214466 (gọi điện hoặc zl)",1,,0,,facebook.csv,facebook.com
Cần 2 bạn nam nữ phục vụ yêu cầu nhanh nhẹn hòa đồng lương khởi điểm 19k/1h giỏi đc tăng lương+tiếp+lễ đc cho tiền tươi+tăng ca -LL 15h đến 23h về kết zl 0339643129,1,"Mô tả công việc phục vụ, lương khởi điểm và thông tin liên hệ.",0,"Văn bản thiếu địa chỉ cụ thể, xưng hô 'bạn' không chuyên nghiệp, có dấu hiệu mồi chài 'lương khởi điểm 19k/1h giỏi đc tăng lương+tiếp+lễ đc cho tiền tươi'",content2_step2.csv,
"Chuyên viên Cao cấp Vận hành Kinh doanh - PNJ Art
MÔ TẢ CÔNG VIỆC 1. Mục tiêu vị trí Đóng vai trò là “đầu mối vận hành thương mại” cho thương hiệu PNJ ART – chịu trách nhiệm thiết kế, triển khai và tối ưu hóa các hoạt động vận hành bán hàng tại cửa hàng và SIS (Shop-in-Shop). Mục tiêu là tăng hiệu quả bán hàng (sell-out) qua từng bộ sưu tập (BST) và chiến dịch, nâng cao trải nghiệm khách hàng, và bảo đảm tính nhất quán trong vận hành giữa thương hiệu và hệ thống bán lẻ. 2. Trách nhiệm chính A. Thiết kế & quản trị chương trình thi đua bán hàng Xây dựng, đề xuất và triển khai các chương trình thi đua bán hàng định kỳ theo tháng/quý/năm bám sát kế hoạch kinh doanh và ngân sách thúc đẩy bán hàng (push-sale) của thương hiệu quà tặng mỹ nghệ PNJART. Phân tích dữ liệu bán hàng, hiệu suất thi đua và các phản hồi từ hệ thống để điều chỉnh kịch bản thi đua phù hợp từng thời điểm. Thiết lập tiêu chí và mốc thưởng hấp dẫn – có tính thử thách nhưng khả thi với đội ngũ bán hàng. Truyền thông rõ ràng, kịp thời đến hệ thống bán lẻ qua kênh nội bộ; theo dõi tiến độ và đo lường hiệu quả thực thi thi đua. B. Chuẩn hóa trưng bày và trải nghiệm khách hàng tại điểm bán Phân tích cơ cấu sản phẩm theo vùng và đề xuất danh mục hàng hóa (assortment) tối ưu theo tầng khách hàng. Hướng dẫn cửa hàng cách bố trí sản phẩm, ánh sáng và hình ảnh trưng bày phù hợp với định vị cao cấp, mang lại trải nghiệm thị giác và cảm xúc tốt nhất. Phối hợp cùng Marketing và vận hành bán lẻ để triển khai POSM và thiết kế hình ảnh đồng bộ thương hiệu PNJ ART tại điểm bán. Đánh giá hiện trạng trưng bày thông qua audit storewalk định kỳ, đưa ra phản hồi điều chỉnh khi có BST mới. Giám sát thi công trưng bày, vật phẩm và chất lượng dịch vụ xuyên suốt hành trình trải nghiệm của khách hàng. C. Hỗ trợ triển khai bán hàng & đào tạo đội ngũ Triển khai chính sách bán hàng của thương hiệu đến các điểm bán lẻ, đảm bảo sự thống nhất trong quy trình và thông điệp. Phối hợp cùng Phòng Đào tạo để xây dựng nội dung huấn luyện: Kiến thức sản phẩm (câu chuyện – ý nghĩa – khách hàng mục tiêu – dịp tặng). Kỹ năng tư vấn, trình bày và xử lý tình huống thực tế. Cập nhật kịch bản tư vấn theo BST mới, dựa trên phản hồi từ khách hàng và tư vấn viên (TVV). Cung cấp bộ công cụ bán hàng hỗ trợ TVV: tài liệu giới thiệu, video demo, biểu mẫu giới thiệu sản phẩm, kịch bản hội thoại… 3. KPIs đo lường hiệu quả Tăng trưởng sell-out thương hiệu PNJ ART tại cửa hàng và SIS trọng điểm theo quý. Tỷ lệ tuân thủ trưng bày & POSM ≥95% (audit score). Mức độ hài lòng của hệ thống và chi nhánh đối với hỗ trợ triển khai vận hành. Tỷ lệ tham gia & hoàn thành chương trình đào tạo của TVV. YÊU CẦU CÔNG VIỆC Kiến thức & Kinh nghiệm Tốt nghiệp Đại học trở lên chuyên ngành Quản trị Kinh doanh, Marketing, Kinh tế hoặc ngành liên quan. Tối thiểu 3–5 năm kinh nghiệm ở vị trí vận hành bán lẻ, triển khai chương trình bán hàng hoặc kinh doanh thương hiệu cao cấp. Hiểu rõ hệ thống bán lẻ và hành vi mua hàng tại điểm bán (in-store experience). Ưu tiên ứng viên từng làm việc trong lĩnh vực trang sức, mỹ nghệ, quà tặng cao cấp hoặc các sản phẩm có giá trị cảm xúc. Kỹ năng chuyên môn Kỹ năng quản lý dự án và tổ chức triển khai hoạt động tại điểm bán. Kỹ năng phân tích dữ liệu bán hàng & hiệu suất vận hành. Có khả năng viết tài liệu, thiết kế POSM đơn giản, briefing cho đội thiết kế. Sử dụng thành thạo Excel, PowerPoint và các phần mềm báo cáo cơ bản. Thái độ & phong cách làm việc Tư duy dịch vụ – sẵn sàng đồng hành cùng hệ thống cửa hàng, chịu trách nhiệm đến cùng với kết quả. Phong cách làm việc tinh gọn, quyết liệt, chuyên nghiệp. Có gu thẩm mỹ phù hợp ngành hàng cao cấp; chú trọng chi tiết. Chủ động cải tiến, linh hoạt xử lý tình huống tại điểm bán. THÔNG TIN KHÁC Bằng cấp: Đại học Độ tuổi: Không giới hạn tuổi Lương: Cạnh tranh GỢI Ý HỒ SƠ Thiết kế CV Ứng Tuyển",1,,1,,data_viet.csv,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-cao-cap-van-hanh-kinh-doanh-pnj-art.35C5F473.html
